,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK
par_trend,0.7199498872155186,-0.2977719670276615,0.040630614896638786,-0.07452900089456747,0.0,-1.2112554818945656,-0.11259781912421843,0.0,-1.243104253665951,-0.08580561838826113,-1.1895136835539981,2.391531651178731,-0.4819750827069919,-0.05056906798655727,0.06545829839135311,0.0,-0.7776510711878177,0.05223707105920423,-0.052012138077503635,0.0420422722548233,-0.05760854787874927,-0.018355477607700073,0.29734853304445547,0.31646099679130324,0.5199480209339833,-0.2516559149295914,-0.1519638178159018,-0.05234501011011972,-0.21061035627403496,0.08763038532317934,0.0
