,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK
par_heating,83.38113082487557,125.1646990232066,107.44576419579528,94.64302546488058,101.36148772166321,443.7014841208821,57.665926506474065,17.247261675741868,451.5275743967512,146.57231887340708,2058.4608831135915,613.8994466626406,143.67569874430362,32.71254428413941,32.46494446124714,53.55214096577572,274.7525282981704,12.278580910673746,4.222263193930953,11.72849034977679,8.154484171159307,26.76697076211485,114.70891070344793,387.4251870313926,148.87900047854146,112.80127014424342,69.79231045036013,116.78907997987292,338.5945942251182,11.596773613045613,32.132221105889656
par_cooling,71.24277955207681,0.0,27.826591861894542,117.18121365149834,0.0,0.0,0.0,0.0,376.46636669375033,50.08098767620935,162.96192166998907,0.0,176.76341878562081,32.27932974917108,19.462172156861104,39.86358100918397,474.810262379736,6.268432405947229,0.0,5.598474123312062,14.07405871455094,4.755846331191641,61.184322919449386,0.0,43.46904341607043,35.54300209248187,33.45710060989585,-11.265740218568592,84.749466834483,7.724206439892188,0.0
